gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
Gfp_transgene_gene	Gfp_transgene_gene	0	0	0	0	0
HRA1	HRA1	0	0	0	0	0
snR18	snR18	403.150901705267	3293.31049721503	1713.19608826829	1121.40437562622	1071.41098187536
tA(UGC)A	TGA1	0	0	0	0	0
tL(CAA)A	SUP56	0	0	0	0	0
tP(UGG)A	TRN1	0	0	0	251.749350173322	0
tS(AGA)A	tS(AGA)A	185.482313651555	0	0	0	0
YAL001C	TFC3	29.9437882674051	32.0316129780781	53.978733580616	31.9449472222001	15.6018175366948
YAL002W	VPS8	17.6197137805224	13.0556980099242	34.807141708456	30.9227366117031	12.2577748204488
YAL003W	EFB1	2706.76214146697	3200.19660630328	6969.89502554389	5060.17894390228	2962.56838888006
YAL004W	YAL004W	3.62394315517138	0	0	0	3.57721270165073
YAL005C	SSA1	6299.42312614412	4982.05928906739	10787.9436869123	8799.15982210371	4388.31089186878
YAL007C	ERP2	184.82110163671	205.22540445439	503.293609213824	245.747740123134	182.437848535599
YAL008W	FUN14	60.8015902728542	71.4571369411458	104.957220951284	41.6279081103844	15.992925188912
YAL009W	SPO7	45.4946293666645	41.2801775057241	54.401176175008	29.2369485420248	14.0444952853461
YAL010C	MDM10	14.5748542121554	14.2068143340878	44.34272214112	40.9348838870651	13.1075809393673
YAL011W	SWC3	10.1824531501948	21.502205409549	34.488783870008	20.978782906599	17.1289854662914
YAL012W	CYS3	434.777609376925	360.351667850343	865.059852718984	711.873456174488	404.596477814394
YAL013W	DEP1	13.2636298312317	27.1221001316665	54.86851993662	37.5497532617084	16.3966064554132
YAL014C	SYN8	43.5034480858915	53.499535064503	123.041066990556	95.4221344390746	51.5677700130667
YAL015C	NTG1	21.9291317434081	18.4239950317877	44.726507236892	15.6285858381684	10.009206918898
YAL016C-A	YAL016C-A	0	0	0	0	0
YAL016C-B	YAL016C-B	0	0	0	0	0
YAL016W	TPD3	151.104922141394	141.633998264353	297.460560234188	205.144774763735	104.965034895967
YAL017W	PSK1	45.5121946457845	43.1347782456495	82.209851358128	47.3716487411166	26.5052375604355
YAL018C	LDS1	0	0	0	0	0
YAL019W	FUN30	56.6460032156784	51.4624460417568	114.801825588632	106.756209912025	45.9298438731418
YAL019W-A	YAL019W-A	0	0	0	0	0
YAL020C	ATS1	25.044862293615	15.5166625481131	36.32329384502	25.7714580458682	4.12650325782838
YAL021C	CCR4	79.4221707882456	65.7127911360028	134.725620023644	107.844586706298	60.2434005753607
YAL022C	FUN26	52.7596976615322	40.2671669800521	98.917217586772	72.4490268990776	33.5547910801607
YAL023C	PMT2	253.115818681032	230.640281536831	491.133873006088	372.932242065329	205.630304966445
YAL024C	LTE1	21.032906280564	18.6903513115998	37.021474120384	30.7859616226492	19.5744659841347
YAL025C	MAK16	43.9168942652361	63.0378867594771	122.12421884728	121.274186745305	47.9761007377559
YAL026C	DRS2	54.9245636886701	63.4159244718357	125.195960308484	84.4283262645056	55.1031589646053
YAL026C-A	YAL026C-A	76.8579417562081	85.3416428547704	153.452068931616	95.4932789239805	33.7176474108292
YAL027W	SAW1	30.974165553219	27.2120573097158	56.623376634864	14.4770823941555	5.56344582655269
YAL028W	FRT2	12.2698091218177	8.72739728712091	21.565163325628	5.05478132642495	4.85564490897457
YAL029C	MYO4	72.5637690617124	61.6196980749805	130.405021862284	103.533888876358	56.8252749240465
YAL030W	SNC1	127.647776795172	182.317972939342	583.647344584876	176.652499377969	80.1129354134844
YAL031C	GIP4	32.1091803757129	28.6978114330558	53.743466310352	31.3871121923386	12.2225547953767
YAL031W-A	YAL031W-A	0	0	0	0	0
YAL032C	PRP45	26.8638744542981	22.9437391525508	61.382285222752	35.025439506451	26.5643095379797
YAL033W	POP5	63.7935012856812	64.3485116022034	133.897630919936	95.6418287980684	33.8252714792735
YAL034C	FUN19	29.1766184120008	23.5252624702141	67.308755815756	20.024986859968	12.8247349484505
YAL034C-B	YAL034C-B	0	0	0	0	0
YAL034W-A	MTW1	19.8336702739602	4.70505249404282	61.18977805018	15.3006409943487	14.7003205998561
YAL035W	FUN12	253.765534147431	252.698323485018	477.967791128412	486.409563948438	238.458497094571
YAL036C	RBG1	99.7881047904902	98.3684232505115	259.387738462892	159.768604531178	93.1886282467796
YAL037C-A	YAL037C-A	0	0	0	0	0
YAL037C-B	YAL037C-B	2.15685250716284	0	6.279337262744	0	0
YAL037W	YAL037W	10.9450609845691	13.1639555215257	24.652632599868	16.8826258773971	2.70329048916811
YAL038W	CDC19	7551.0444279438	7378.97174016004	16238.4094509442	14253.5589755412	8349.99249137206
YAL039C	CYC3	27.1071433360679	44.2779047263411	105.683487953732	33.4508340502045	16.0686618236002
YAL040C	CLN3	38.6922670129163	42.9852081997129	93.510111913556	60.3518898261236	41.5657953555727
YAL041W	CDC24	44.3149156386407	40.9532644748058	91.115940231732	68.8709767012711	36.671954830006
YAL042C-A	YAL042C-A	0	0	0	0	0
YAL042W	ERV46	233.728784291526	213.377430826642	440.958801110984	278.795682850923	167.391328777638
YAL043C	PTA1	53.2732874763667	46.3586052270464	96.463884877048	64.7231152529293	33.8392117142455
YAL044C	GCV3	171.157867007279	310.569242172535	703.938368532308	258.1337408898	128.846058707359
YAL044W-A	YAL044W-A	60.956366020024	52.6953085030558	255.848646456052	93.0608561816069	39.5878233332948
YAL045C	YAL045C	0	0	25.464730442892	0	0
YAL046C	AIM1	17.964861747102	40.8940128515146	99.275230885324	82.4809274994375	70.2004738969306
YAL047C	SPC72	20.4726226449795	20.7208302423549	37.49243952532	20.035147889242	14.1807671735785
YAL047W-A	YAL047W-A	0	0	0	0	0
YAL048C	GEM1	17.2115313047578	17.6135086928195	40.141057228792	24.6270632560014	9.46240294322039
YAL049C	AIM2	88.0659584972969	109.912325875999	200.89189807856	106.143949102712	41.990657542174
YAL051W	OAF1	23.4063861848316	29.2318049012229	61.874832501248	50.0545988104299	22.5911195993238
YAL053W	FLC2	92.4876764345725	89.512392180637	186.981056185664	113.370905613523	53.660044653645
YAL054C	ACS1	3.52841652659647	3.85456201186542	5.614453213824	3.63528603622436	0.872977608502619
YAL055W	PEX22	27.8056487944022	4.97804186629091	25.89601506596	9.51124013550849	9.1334024984514
YAL056C-A	YAL056C-A	0	0	0	0	0
YAL056W	GPB2	43.6222154285814	29.8661709352755	83.707002153424	54.3770759642996	27.1602231522615
YAL058W	CNE1	29.8613596059901	31.2798167763241	57.855688362628	54.8199062534752	35.9634340992799
YAL059C-A	YAL059C-A	0	0	0	0	0
YAL059W	ECM1	66.4750860213185	86.239136613863	163.843888169416	128.999406002943	76.5453484972936
YAL060W	BDH1	88.7251784486363	82.744026735969	192.431302098568	80.3691713967636	47.3780199326221
YAL061W	BDH2	48.0906438149169	21.7913287879662	122.428312801964	16.5034931909595	7.92706210303978
YAL062W	GDH3	24.5410090370905	15.5718818985183	31.052179139228	40.1342391058219	18.5631531100477
YAL063C	FLO9	1.88248507084312	3.76810098009007	4.11102033342	2.97968622434702	0.490980114921473
