gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
Gfp_transgene_gene	Gfp_transgene_gene	0	0	0	0	0
HRA1	HRA1	0	0	0	0	0
snR18	snR18	2.15700709752014	20.0193903046724	10.0049289904543	5.82052829897387	5.79288687315808
tA(UGC)A	TGA1	0	0	0	0	0
tL(CAA)A	SUP56	0	0	0	0	0
tP(UGG)A	TRN1	0	0	0	1.0191235647581	0
tS(AGA)A	tS(AGA)A	1.01862981742127	0	0	0	0
YAL001C	TFC3	57.4979092127956	69.8808771717575	113.133441529173	59.5064037526273	30.2743982304045
YAL002W	VPS8	37.3575873919298	31.4495399864213	80.5510731981226	63.6024892388986	26.263138621154
YAL003W	EFB1	666.919393869178	895.847618100871	1874.44407826671	1209.4985401286	737.64372626082
YAL004W	YAL004W	1.02039178844439	0	0	0	1.01785369517818
YAL005C	SSA1	6370.79590903662	5724.47988066464	11908.4319888127	8632.77333652588	4484.82307659484
YAL007C	ERP2	48.4530704569216	61.1272838721451	144.017133483958	62.4993501515645	48.3325496892737
YAL008W	FUN14	14.1290174130364	18.8658711112169	26.6214889918327	9.38421240691179	3.75560529676866
YAL009W	SPO7	15.4380921496752	15.9150967623537	20.1495237121453	9.62457943148062	4.81609061401192
YAL010C	MDM10	10.929680505783	12.1041467975583	36.2951500189685	29.7792002754845	9.93300858915549
YAL011W	SWC3	9.99410261278075	23.9777605949835	36.9481129167607	19.9750508023211	16.9893999299643
YAL012W	CYS3	250.517923583417	235.902421770191	544.052472036888	397.915313351574	235.585602792281
YAL013W	DEP1	7.89846594191442	18.3500774537357	35.6637166135586	21.6922032344657	9.86709581044997
YAL014C	SYN8	14.4570885512767	20.1995362185296	44.6303453131192	30.7625623899263	17.3177125677157
YAL015C	NTG1	12.8278990254606	12.2448123394412	28.5576244907768	8.86890491071882	5.91682573957849
YAL016C-A	YAL016C-A	0	0	0	0	0
YAL016C-B	YAL016C-B	0	0	0	0	0
YAL016W	TPD3	150.961084358592	160.763754529515	324.368583825748	198.821375916392	105.970763912062
YAL017W	PSK1	103.043690841377	110.957184266925	203.161068665448	104.046709055531	60.6429534291673
YAL018C	LDS1	0	0	0	0	0
YAL019W	FUN30	105.889081622327	109.296577669186	234.236031332696	193.593724890145	86.7624672364022
YAL019W-A	YAL019W-A	0	0	0	0	0
YAL020C	ATS1	11.7502821310341	8.27107942644717	18.6010674764114	11.7296446750437	1.95644144305807
YAL021C	CCR4	107.495548474635	101.049197927396	199.031545616934	141.600014342082	82.3973454846514
YAL022C	FUN26	41.7861756866283	36.2339460284295	85.5116363772376	55.664601514778	26.8559105748677
YAL023C	PMT2	307.94429769166	318.802903565434	652.192446766327	440.148302416471	252.810445409173
YAL024C	LTE1	50.5357713794214	51.0212749539263	97.0904061503751	71.7577076214606	47.5274540390367
YAL025C	MAK16	18.5239747634185	30.2091451715392	56.2247272660072	49.6234725248855	20.449491994578
YAL026C	DRS2	124.257769850926	163.000710243818	309.150713168707	185.293992441136	125.976184701716
YAL026C-A	YAL026C-A	10.7534174568485	13.5660366030158	23.4343818353363	12.9612468461825	4.76727314599767
YAL027W	SAW1	10.6194280284631	10.5997864868331	21.1894787133286	4.81502755560277	1.92752664142951
YAL028W	FRT2	9.95461397220943	8.04462108144786	19.0968776748339	3.97837034741523	3.98096676074094
YAL029C	MYO4	178.932437092553	172.632691014277	350.983385535823	247.666913446486	141.600832104737
YAL030W	SNC1	11.7361211217096	19.0447396949131	58.5712967880682	15.7560494186208	7.44335937815081
YAL031C	GIP4	39.1208222520735	39.7248038848626	71.4705996960089	37.0976444347186	15.0485883618707
YAL031W-A	YAL031W-A	0	0	0	0	0
YAL032C	PRP45	14.771890353026	14.3339489183995	36.8411753370773	18.6838873397952	14.761176516285
YAL033W	POP5	12.0343782643897	13.7917683789772	27.5704027320548	17.5029523756589	6.44827462540637
YAL034C	FUN19	17.7841581652792	16.2917247462536	44.7809102735918	11.8409573426537	7.89953941119456
YAL034C-B	YAL034C-B	0	0	0	0	0
YAL034W-A	MTW1	7.77417379474366	2.09531759136651	26.1789987276215	5.81804400277864	5.82281480922948
YAL035W	FUN12	416.930065126313	471.701401943583	857.140875405411	775.262723162897	395.91175299372
YAL036C	RBG1	53.1205726804665	59.4941020191748	150.714978006576	82.5071595473614	50.1304852072977
YAL037C-A	YAL037C-A	0	0	0	0	0
YAL037C-B	YAL037C-B	0.9657690612241	0	3.06894883759475	0	0
YAL037W	YAL037W	3.86768866223437	5.28510910904485	9.50866666151231	5.78748046669905	0.965341669901698
YAL038W	CDC19	5755.268439436	6389.82017554112	13509.0573449363	10538.9682599604	6431.31319619352
YAL039C	CYC3	9.67405414574417	17.9533729532694	41.1675382457928	11.5810498884985	5.79508069327512
YAL040C	CLN3	34.9215895299511	44.0781229009048	92.1194638829449	52.8417170436104	37.910624404124
YAL041W	CDC24	61.3007297356619	64.3633252624561	137.572958385602	92.4204714783968	51.2630915502095
YAL042C-A	YAL042C-A	0	0	0	0	0
YAL042W	ERV46	143.285963737572	148.618940313903	295.061442945542	165.803507443981	103.70015871019
YAL043C	PTA1	67.2432957351192	66.4820012208424	132.900691084588	79.2528932680224	43.1633104625815
YAL044C	GCV3	31.39240084932	64.7172921665359	140.924110019122	45.9291767456398	23.8810720707213
YAL044W-A	YAL044W-A	4.88792406389526	4.80077733390126	22.3929599697824	7.23916784393958	3.20790885907678
YAL045C	YAL045C	0	0	0.968720143202423	0	0
YAL046C	AIM1	1.682120055391	4.35037874456307	10.1460503483925	7.49208792567235	6.64244808222845
YAL047C	SPC72	19.9861674190971	22.982508108872	39.9505476468654	18.9742584644928	13.9897766662566
YAL047W-A	YAL047W-A	0	0	0	0	0
YAL048C	GEM1	18.0105139465908	20.9404833890763	45.8477892837564	24.999737059077	10.0060587405503
YAL049C	AIM2	27.8755297586454	39.5271672435971	69.4065541492031	32.5931642399236	13.4314454956815
YAL051W	OAF1	40.3041353419146	57.1880256739256	116.292652514805	83.6133159773057	39.3104497242335
YAL053W	FLC2	116.416435990287	128.011157350853	256.89227049539	138.435752779547	68.2553150667854
YAL054C	ACS1	4.00794311242892	4.97451755426202	6.96100853203984	4.00586684665681	1.0020740616492
YAL055W	PEX22	5.58539244332264	1.13609182458266	5.67775432829339	1.85342077576684	1.85399377787205
YAL056C-A	YAL056C-A	0	0	0	0	0
YAL056W	GPB2	62.3325076830606	48.4864800706872	130.554446383601	75.377017878921	39.2188838903632
YAL058W	CNE1	22.8645714579776	27.2114646790803	48.3529027987808	40.7200213536811	27.827209581042
YAL059C-A	YAL059C-A	0	0	0	0	0
YAL059W	ECM1	17.0777337082671	25.1715499929213	45.9435524663685	32.1495767642684	19.8721633884586
YAL060W	BDH1	49.255167568282	52.1886185558715	116.601365341222	43.282329837881	26.5788900733265
YAL061W	BDH2	29.6504236047032	15.2646993244767	82.3901272173322	9.87102858471216	4.93898363282659
YAL062W	GDH3	16.8531812573722	12.1496790969472	23.2757968003623	26.737495848051	12.8823839352807
